Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/10/2019 12:53:27;Willianne Silva ;21;FEMININO;OLINDA - PE;ENSINO SUPERIOR;Pedagoga ;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO; Quando alguém simplesmente fala da vida de outra pessoa;NÃO SEI;MEDIANAMENTE;Uma pessoa que fala muito da vida de outras pessoas;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, BOATOS;Novidades ;Sim, quando Pedro Scooby se separou de Luana Piovani ele tentou fazer ela parecer louca, aprendi que ex-marido tende a fazer isso quando arruma uma nova namorada, o que eventualmente acabou acontecendo comigo ;Meu irmão está ficando novamente com a mãe da minha sobrinha;Falar negativamente de alguém;Em todo lugar, mas hoje em dia mais na internet;BOATO, SEGREDO, CURIOSIDADE, SUSSURRO, COMPETIÇÃO, ESCONDIDO, TAGARELA, BASTIDORES, NOVIDADE, INFORMAÇÃO, FUXICO, CONVERSA;SIM;SIM;SIM;NÃO;Só passo informações;Só escuto informações;Escuto e busco, se houver um problema, resolvê-lo eficazmente;SIM, FALA PRESENCIAL, INTERNET;Fuxiqueiro e falador 
11/10/2019 13:05:32;Bruno marido da Luiza que mandou oi;28;MASCULINO;SÃO PAULO - SP;ENSINO MÉDIO;Gerente de bar;NEUTRA/NORMAL;RUIM;Uma vez aqui uma gerente e um funcionário saíram para almoçar e por um tempo ficavam falando que eles estavam saindo juntos mas nunca foram tirar a dúvida com eles, ficava só um clima estranho, acho que coisas assim;SIM;MEDIANAMENTE;Uma pessoa que vive repassando detalhes da vida pessoal dos outros para terceiros sem o consentimento da pessoa.;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Segredos medonhos;Acho que não, quer dizer, as vezes te ajuda em saber o que evitar falar ou até mesmo o que puxar de assunto com alguém mas nada muito incrível que mude a vida.;Uma vez uma funcionária levou um chifre de um funcionário que mantinha relações com a moça do RH, ela engravidou e por isso todo mundo ficou sabendo. Foi épico ;Notícias, troca de conhecimento geral, tempo, esporte, coisas do tipo.;Trabalho, certeza absoluta.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, AFRONTA, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, COXIXO;NÃO;SIM;SIM;NÃO;Por um momento prazer em ver o circo pegar fogo depois uma culpa estranha, dependendo.;Curiosidade seguida de irritação ;Fico irritado, porém curioso;SIM, FALA PRESENCIAL;Nope
11/10/2019 13:28:48;Lars Antonello Terrana de Melo Bezerra Brito ;23;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Fofoca é um comportamento comum em que dois indivíduos  conversam sobre um terceiro individuo.;NÃO SEI;MUITO;É uma pessoa que pratica o ato de fofoca com frequência.;SIM, MUITO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Julgamentos morais e ações sobre pessoas de meu ambiente de trabalho;Sim. A exemplo, um modelo de pessoa que eu gostaria de ser.;;No momento que a comunicação se trata de uma informação de domínio publico e oficial, como notícias e ações politicas.;Trabalho e escola.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, COXIXO;SIM;SIM;SIM;SIM;Normal;"Alegria de me comunicar com as pessoas
Interesse por informaçõesAlegria de me comunicar com as pessoas
Interesse por informaçõesAlegria de me comunicar com as pessoas
Interesse por informaçõesAlegria de me comunicar com as pessoas
Interesse por informaçõesAlegria de me comunicar com as pessoas
Interesse por informaçõesAlegria de me comunicar com as pessoas
Interesse por informações";Ouço e presto atenção, mas geralmente não espalho fofocas sobre pessoas da familia. Principalmente quando se trata de fofocas que podem prejudicar meus familiares.;SIM, INTERNET;Tricoteiras
11/10/2019 13:41:35;Lívia ;20;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar de terceiros sem o seu consentimento.;NÃO SEI;MEDIANAMENTE;Aquele que trás a fofoca até a conversa.;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;CRIANÇAS, ADOLESCENTES, ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;A conjuntura atual do país e a eficiência de colegas de faculdade e professores.;Muito provavelmente sim, mas não me lembro de um exemplo em específico.;"Mamadeira de piroca e kit gay nas eleições; fofoca dentro das igrejas cristãs, onde se explana os assuntos confidenciados nos grupos de oração.";Notícias de jornal.;Situações de tédio e comunicação entre desconhecidos e pessoas com pouca intimidade.;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;SIM;SIM;NÃO;NÃO;Normal ou então levemente superior a pessoa que está sendo comentada.;Incomodada.;Depende do teor da fofoca.;SIM, INTERNET;"""Tricotar"", ""se informar"", ""fazer pesquisa"", ""buscar informações sobre alguém"", ""intell"""
11/10/2019 13:50:43;Di;33;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Psicóloga;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Estratégia de comunicação que pode facilitar interações sociais.;NÃO;MUITO;Pessoa que conversa sobre eventos alheios e emite opiniões sobre as pessoas que não estão presentes no momento.;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;Dificuldades, conquistas e percepções das pessoas;Sim. Como as pessoas muitas vezes recriam em suas vidas os dramas que vêem nas obras de ficção da TV, devido o isolamento e seus pobres recursos emocionais e intelectuais.;"Sim. Um casal de primos iniciou relacionamento amoroso quando a moça se hospedava na casa da família do rapaz. Ela engravidou. O rapaz, muito mimado pela família a rejeitou e ela foi expulsa da casa da família. No momento do parto a família se reconcilia em nome da criança. O pai do bebê já tem outra mulher, mas não admite que a ex, sua prima, tenha outro namorado. A família julga isso como ""coisa de puta"". Na última visita familiar a nova mãe pegou sem avisar o iPad do primo, pai de seu filho, que acionou a polícia sabendo que o iPad estava com ela. Tudo poderia ter se resolvido com uma simples conversa, mas a família se divide como torcida organizada. Penso que tudo seja fruto da relação mal resolvida entre os primos, ambos sentem mágoa e tentam se punir por sentimentos que não compreendem, como num enredo de novela.";Notícias e eventos históricos.;Em casa, no bar ou em situações de lazer.;MENTIRA, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, MANIPULAÇÃO, CONVERSA, ZOAÇÃO;SIM;SIM;SIM;NÃO;Divertimento;Curiosidade;Interesse;SIM, INTERNET;Não.
11/10/2019 14:02:04;Verônica ;38;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Fisioterapeuta ;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Comentários inúteis ;NÃO;POUCO;Quem dispensa grande parte do tempo fazendo fofoca;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;NDN ;Talvez;NDN ;Qualquer assunto que tenha por fim denegrir arbitrariamente a imagem de alguém ;Ambiente de trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, COMPETIÇÃO, ESCONDIDO, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, MALDADE, FAKE NEWS, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;Depende da situação ;Depende da situação ;Depende da situação ;INTERNET;Não conheço 
11/10/2019 14:08:24;Irina;15;FEMININO;TERESÓPOLIS - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;O ato de espalhar a informação de outra pessoa, não necessariamente com sua permissão.;NÃO SEI;POUCO;Uma pessoa que espalha informação suspeita sobre a vida de outros;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Temas polêmicos;Não ;Não ;Não sei;Igrejas, festas e grupos sociais;MENTIRA, BOATO, IMPLICÂNCIA, SEGREDO, INTIMIDADE, TRAIÇÃO, SUSSURRO, CONSPIRAÇÃO, AMIZADE, INIMIZADE, CONTROLE, ESCONDIDO, TAGARELA, INSINUAÇÃO, NOVIDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, CONVERSA, ZOAÇÃO;NÃO;NÃO;NÃO;NÃO;Nada;Nada;Esclareço as reais circunstâncias do que está sendo fofocado;SIM, FALA PRESENCIAL, INTERNET;Não 
11/10/2019 14:43:42;Juliana ;33;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;Auxiliar de educação infantil;RUIM/NEGATIVA;RUIM;Picuinha ;SIM;POUCO;Pessoa intrometida;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Mundo artístico ;Não se importar com o que os outros pensam a  meu respeito ;Geralmente  acontece no trabalho.;Quando a pessoa fala si e não dos outros;No trabalho na família ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, CONFUSÃO, COMPETIÇÃO, CENSURA, MALÍCIA, INFORMAÇÃO, FAKE NEWS, MANIPULAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Não sou muito disso geralmente fico na minha se o.assunto chegar até mim....Não passa;Não gosto pois da mesma maneira que estão falando de outra pessoa..com certeza numa próxima oportunidade vc será  o assunto. ;Não ligo pois não dou crédito a fofocas.;SIM, INTERNET;Bisbilhoteiro 
11/10/2019 15:05:06;Bárbara ;29;FEMININO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - MESTRADO;Médica Veterinária;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Comentários sobre uma pessoa. Pode ser uma informação neutra, boa ou ruim. ;NÃO;POUCO;É uma pessoa que gasta todo seu tempo dando informações sobre outros. Seja para ganhar atenção, fazer parte de um grupo, ganhar algum beneficio, passar o tempo ou até mesmo por diversão.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, NOTÍCIAS VARIADAS, BOATOS;Novidades sobre minha área de atuação;Informações sobre casos clínicos e abordagens de tratamento que deram certo, ou que falharam.;Não, geralmente eu esqueço logo as fofocas 😅;Eu não me interesso sobre informações pessoais e sobre relacionamentos;Em refeitórios e encontros de família ;BOATO, INVEJA, IMPLICÂNCIA, INTIMIDADE, CURIOSIDADE, INIMIZADE, COMPETIÇÃO, CONTROLE, MALÍCIA, INSINUAÇÃO, NOVIDADE, DIVERSÃO, INFORMAÇÃO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, Beneficio;NÃO;SIM;NÃO;NÃO;Depende do conteudo da fofoca. Fico observando a reação da pessoa q estou contando a fofoca.;Depende do conteudo da fofoca. Geralmente desinteressada. Caso seja de meu interesse, tento prestar atenção para decidir se a informação é útil e deve ser guardada ou se inútil.;"Depende da fofoca. Se for mentira eu falo que é mentira e defendo. Sinto indignação. Se for verdade fico quieta e ""finjo demencia"" 😅";INTERNET;
11/10/2019 15:48:10;Miguel Carneiro;18;MASCULINO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Compartilhar informações sobre a vida alheia sem necessariamente se preocupar com a veracidade;SIM;POUCO;Uma pessoa com muitos dados e contatos que os espalha a bel prazer;NÃO;NORMAL;LGBTQs;ADOLESCENTES, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Vida pessoal de políticos;Não;;Tudo pode ser fofoca, mesmo ciência, basta ter o tom e o estilo de fala;Sala de aula, banheiro, festa;MENTIRA, BOATO, INVEJA, VINGANÇA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, AMIZADE, INIMIZADE, ESCONDIDO, FAKE NEWS, FUXICO, CONVERSA, COXIXO;SIM;SIM;NÃO;SIM;Fico na expectativa de uma reação maior do que a normal de um receptor;Curiosidade;Se for falsa, raiva;SIM, INTERNET;
11/10/2019 16:01:03;Lu;36;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Coordenadora pedagógica ;RUIM/NEGATIVA;RUIM;Falar a respeito de alguém na ausência da mesma (normalmente com malícia);SIM;MEDIANAMENTE;Quem se nutre deste hábito ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS;Quando envolve algum interesse meu pessoal :);Nunca;Melhor não....;Não sei...;Qq lugar é oportuno;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CURIOSIDADE, AMIZADE, TAGARELA, MALÍCIA, MALDADE, DIVERSÃO, FUXICO, CONVERSA;NÃO;SIM;SIM;NÃO;Normalmente faço com minhas amigas mais íntimas... nunca analisei como me sinto a respeito ;Informada...;Chateada e tento cortar;SIM;Mexeriqueiro
11/10/2019 16:23:15;Nath;23;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Fofoca seria pessoas contarem algo da vida alheia sem a intenção de se tornar algo negativo.;NÃO SEI;MEDIANAMENTE;Uma pessoa que gosta de conversar sobre outras pessoas.;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;A vida de meus amigos.;Sim;;Acho que quando usam um assunto particular seu para te desmoralizar já não é mais fofoca.;No bar;BOATO, IRONIA, CURIOSIDADE, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, CENSURA, DIVERSÃO, INFORMAÇÃO, CONVERSA, ZOAÇÃO, PECADO;SIM;SIM;SIM;SIM;Nada.;Nada;Não faço nada.;NÃO, FALA PRESENCIAL;Não 
11/10/2019 16:39:28;Stephanie Boechat;32;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - MESTRADO;Servidora pública;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar sobre outra pessoa sem ela estar presente;NÃO;MUITO;Kkk sim;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Vida dos parentes;Quando ouço uma fofoca com coisas negativas de um terceira pessoa, sempre penso se eu também tenho aquela atitude/hábito do qual estão falando mal;Não me lembro de nada agora...;Algo que alguém me conte em confissão;No trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, INTIMIDADE, COMPADRIO, SUSSURRO, CUMPLICIDADE, AMIZADE, COMPETIÇÃO, CONTROLE, TAGARELA, NOVIDADE, CONVERSA;SIM;SIM;NÃO;NÃO;Culpa;Graça;Depende se é algo bom ou ruim;SIM, FALA PRESENCIAL;Não conheço
11/10/2019 16:42:56;Pedro Henrique Lourenço Guimarães 21989894220;19;MASCULINO;SÃO GONÇALO - RJ;ENSINO SUPERIOR;PROFESSOR;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Um dos inúmeros meios de comunicação e informação entre indivíduos. Um recurso rotineiro no processo de sociabilidade. Em suma uma rede de trocas e compartilhamento de informações, pode ser uma rede de extensão variada.;NÃO;MEDIANAMENTE;Não faço distinção entre fofoqueiros e não fofoqueiros. A fofoca é inerente entre membros de determinadas sociedades, tendo na nossa uma ênfase digna de estudo. Todos somos fofoqueiros, todos somos seres sociais.;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Atitudes de indivíduos (quando relevantes), trabalho e assuntos relacionados a comunidade próxima de vivência.;Sim, todos apreendemos com as atitudes de outrem. ;Sendo a fofoca uma extensa rede de troca de informações já soube de diversos casos interessantes. Um deles foi sobre atitudes ilícitas de um líder religioso que antes era tão estimado. A fofoca serviu como um veículo de comunicação eficiente para desmontar a farsa montada.;Política e todo assunto de divulgação ampla.;Em locais de sociabilidade e reunião de indivíduos. Seja formal ou informal.;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, DETRAÇÃO, COMPETIÇÃO, CONTROLE, ESCONDIDO, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FUXICO, MANIPULAÇÃO, PECADO, COXIXO;SIM;SIM;SIM;NÃO;Naturalidade, na medida de que por princípios éticos, não sou adepto de propagar fofocas negativas ou de foro íntimo de outrem.;Dependendo do teor incômodo ou curiosidade.;Por princípios retruco e faço uma apologia da vítima, tendo sempre em conta que caso eu conheça o caráter da pessoa. Caso desconheça, não darei importância de qualquer forma.;INTERNET;Bisbilhotice, coscuvilhice.
11/10/2019 18:11:30;Magda;28;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - MESTRADO;Médica veterinária;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Contar fatos da vida alheia para pessoas próximas ;NÃO;MEDIANAMENTE;Uma pessoa que está exageradamente querendo saber da vida alheia e passando tais informações para outras pessoas, muitas vezes de maneira incompleta, confusa ou errônea.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS;Vida de meus parentes;Sim, ja nao me lembro;;Tudo pode ser objeto de fofoca, depende de quem está falando;Na rua, Festas, Casamentos, aniversários ;BOATO, SEGREDO, CURIOSIDADE, FAKE NEWS, MANIPULAÇÃO;SIM;SIM;NÃO;NÃO;Normal / empolgada para contar;Empolgada para ouvir;Analiso para saber a veracidade da informação ;SIM, INTERNET;
11/10/2019 18:31:31;Gabriela;20;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;É você falar algo de alguém seja bom ou ruim;NÃO SEI;MEDIANAMENTE;A pessoa que tá sempre falando a vida dos outros;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Acontecimentos e política;Sim;;;;;;;;;;;;;
11/10/2019 23:05:32;Nanda ;30;FEMININO;NITERÓI - RJ;PÓS-GRADUAÇÃO - MESTRADO;Pedagoga;RUIM/NEGATIVA;RUIM;Especulação e perda de tempo ;SIM;NADA;Uma aprisionado ;NÃO;RUIM;MULHERES;ADOLESCENTES, ADULTOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;Nenhum ;Não ;Não ;Falar qualidades  do outro;Na rua, redes sociais e ônibus ;MENTIRA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, AFRONTA, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, INIMIZADE, TAGARELA, MALÍCIA, INSINUAÇÃO, ZOAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Revoltada;Mal mas fico em silêncio ;Permaneço no silêncio ;SIM, INTERNET;X-9
